YEAR,RANGE_CATEGORY,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,FUEL,FUEL CONSUMPTION,KMXGALON,EMISSIONS
2008,MID_RANGE,SUV_CROSSOVER,5.7,8,X,16.1,32.1868,317
2008,MID_RANGE,SUV_CROSSOVER,3.8,6,X,14.1,37.01482,285
2008,MID_RANGE,MIDSIZE_FULLSIZE,2.0,4,X,8.6,61.15492,172
2008,HIGH_RANGE,SUV_CROSSOVER,4.4,8,X,17.2,30.57746,340
2008,HIGH_RANGE,SUV_CROSSOVER,4.2,8,X,17.7,30.57746,340
2008,HIGH_RANGE,MIDSIZE_FULLSIZE,3.5,6,Z,11.6,45.06152,230
2008,HIGH_RANGE,SUV_CROSSOVER,4.7,8,Z,15.3,33.79614,313
2008,HIGH_RANGE,MIDSIZE_FULLSIZE,4.2,8,Z,18.1,28.96812,356
2008,MID_RANGE,TRUCK_VAN,3.0,6,X,14.4,37.01482,285
2008,MID_RANGE,TRUCK_VAN,3.0,6,X,13.3,38.62416,267
2008,MID_RANGE,SEDAN_COMPACT,2.0,4,X,8.4,61.15492,170
2008,MID_RANGE,MIDSIZE_FULLSIZE,3.0,6,X,12.2,43.45218,237
2008,HIGH_RANGE,WAGON_SPECIALTY,2.0,4,Z,9.2,56.3269,186
2008,HIGH_RANGE,SEDAN_COMPACT,2.5,6,Z,11.9,45.06152,232
2008,HIGH_RANGE,SUV_CROSSOVER,3.5,6,Z,14.4,35.40548,290
2008,MID_RANGE,SEDAN_COMPACT,1.6,4,Z,9.0,59.54558,177
2008,MID_RANGE,WAGON_SPECIALTY,1.8,4,X,8.2,62.76426,168
2008,HIGH_RANGE,SEDAN_COMPACT,3.8,6,Z,12.5,43.45218,242
2008,HIGH_RANGE,SEDAN_COMPACT,3.6,6,Z,12.3,43.45218,239
2008,HIGH_RANGE,SUV_CROSSOVER,3.6,6,Z,15.4,35.40548,297
2008,LOW_RANGE,WAGON_SPECIALTY,2.8,6,Z,13.6,40.2335,258
2008,LOW_RANGE,WAGON_SPECIALTY,2.8,6,Z,13.3,41.84284,248
2008,LOW_RANGE,SUV_CROSSOVER,4.2,6,X,15.3,35.40548,299
2008,MID_RANGE,SUV_CROSSOVER,3.6,6,X,13.2,40.2335,260
2008,MID_RANGE,SUV_CROSSOVER,2.5,4,X,10.4,49.88954,212
2008,MID_RANGE,SUV_CROSSOVER,2.5,4,X,10.7,48.2802,216
2008,MID_RANGE,MIDSIZE_FULLSIZE,2.4,4,X,5.7,80.467,131
2008,MID_RANGE,SEDAN_COMPACT,3.3,6,X,11.6,46.67086,225
2008,MID_RANGE,TRUCK_VAN,2.7,4,X,11.1,46.67086,223
2008,MID_RANGE,SEDAN_COMPACT,2.5,5,Z,11.2,48.2802,218
2008,MID_RANGE,SEDAN_COMPACT,2.5,5,Z,11.9,45.06152,230
2008,MID_RANGE,WAGON_SPECIALTY,3.2,6,Z,13.3,40.2335,255
2008,MID_RANGE,SUV_CROSSOVER,3.2,6,Z,15.1,35.40548,297
2009,HIGH_RANGE,SUV_CROSSOVER,3.7,6,Z,13.8,37.01482,278
2009,HIGH_RANGE,MIDSIZE_FULLSIZE,3.5,6,Z,11.6,46.67086,223
2009,HIGH_RANGE,SEDAN_COMPACT,4.7,8,Z,16.4,33.79614,315
2009,HIGH_RANGE,WAGON_SPECIALTY,2.0,4,Z,9.6,53.10822,198
2009,HIGH_RANGE,SEDAN_COMPACT,2.0,4,Z,10.1,51.49888,205
2009,HIGH_RANGE,SEDAN_COMPACT,4.2,8,Z,16.2,33.79614,313
2009,HIGH_RANGE,MIDSIZE_FULLSIZE,6.0,12,Z,20.9,27.35878,386
2009,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,12.5,43.45218,242
2009,HIGH_RANGE,SUV_CROSSOVER,3.0,6,Z,12.5,43.45218,244
2009,HIGH_RANGE,SUV_CROSSOVER,4.8,8,Z,15.6,33.79614,304
2009,MID_RANGE,MIDSIZE_FULLSIZE,5.3,8,Z,12.9,41.84284,248
2009,HIGH_RANGE,MIDSIZE_FULLSIZE,3.6,6,X,12.9,43.45218,244
2009,HIGH_RANGE,SUV_CROSSOVER,3.6,6,X,14.1,38.62416,269
2009,HIGH_RANGE,SUV_CROSSOVER,4.6,8,Z,16.0,33.79614,306
2009,MID_RANGE,SUV_CROSSOVER,2.2,4,O,12.6,41.84284,173
2009,MID_RANGE,TRUCK_VAN,4.3,6,X,14.1,37.01482,281
2009,MID_RANGE,TRUCK_VAN,4.8,8,X,14.7,35.40548,297
2009,MID_RANGE,TRUCK_VAN,5.3,8,O,20.3,25.74944,277
2009,MID_RANGE,SUV_CROSSOVER,5.3,8,O,20.6,25.74944,277
2009,MID_RANGE,TRUCK_VAN,3.9,6,X,13.1,40.2335,255
2009,MID_RANGE,SEDAN_COMPACT,2.7,6,O,16.4,33.79614,219
2009,MID_RANGE,TRUCK_VAN,3.7,6,X,15.6,33.79614,315
2009,MID_RANGE,TRUCK_VAN,3.7,6,X,14.5,35.40548,294
2009,MID_RANGE,SUV_CROSSOVER,4.7,8,X,15.6,33.79614,310
2009,MID_RANGE,SUV_CROSSOVER,4.0,6,X,13.5,38.62416,271
2009,HIGH_RANGE,SEDAN_COMPACT,4.3,8,Z,19.0,28.96812,368
2009,MID_RANGE,SUV_CROSSOVER,3.0,6,X,12.1,43.45218,239
2009,MID_RANGE,TRUCK_VAN,5.4,8,X,15.1,35.40548,299
2009,MID_RANGE,SEDAN_COMPACT,2.4,4,X,9.4,56.3269,184
2009,MID_RANGE,SEDAN_COMPACT,3.5,6,X,12.6,43.45218,242
2009,MID_RANGE,SEDAN_COMPACT,1.6,4,X,7.4,67.59228,156
2009,HIGH_RANGE,MIDSIZE_FULLSIZE,3.7,6,Z,11.8,45.06152,230
2009,HIGH_RANGE,MIDSIZE_FULLSIZE,4.2,8,Z,14.5,38.62416,274
2009,HIGH_RANGE,SEDAN_COMPACT,4.2,8,Z,13.9,38.62416,271
2009,MID_RANGE,SUV_CROSSOVER,3.7,6,X,13.9,37.01482,281
2009,MID_RANGE,SUV_CROSSOVER,3.8,6,X,14.3,35.40548,290
2009,MID_RANGE,WAGON_SPECIALTY,2.7,6,X,11.5,46.67086,225
2009,HIGH_RANGE,WAGON_SPECIALTY,2.0,4,Z,9.2,56.3269,186
2009,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,12.0,45.06152,235
2009,HIGH_RANGE,MIDSIZE_FULLSIZE,3.5,6,Z,12.9,40.2335,255
2009,HIGH_RANGE,WAGON_SPECIALTY,3.5,6,Z,13.3,40.2335,264
2009,HIGH_RANGE,MIDSIZE_FULLSIZE,6.2,8,Z,18.8,28.96812,354
2009,HIGH_RANGE,SEDAN_COMPACT,6.2,8,Z,17.9,30.57746,336
2009,MID_RANGE,SEDAN_COMPACT,2.5,4,X,8.9,59.54558,175
2009,MID_RANGE,SEDAN_COMPACT,3.5,6,X,11.4,46.67086,221
2009,MID_RANGE,SEDAN_COMPACT,2.4,4,Z,11.0,46.67086,221
2009,HIGH_RANGE,SEDAN_COMPACT,3.6,6,Z,11.2,48.2802,218
2009,HIGH_RANGE,SEDAN_COMPACT,3.6,6,Z,11.4,46.67086,223
2009,HIGH_RANGE,SEDAN_COMPACT,3.8,6,Z,11.8,45.06152,232
2009,LOW_RANGE,SEDAN_COMPACT,2.8,6,Z,13.9,40.2335,262
2009,LOW_RANGE,SEDAN_COMPACT,2.0,4,Z,11.2,48.2802,216
2009,LOW_RANGE,SUV_CROSSOVER,6.0,8,Z,18.1,28.96812,363
2009,MID_RANGE,SEDAN_COMPACT,2.5,4,X,10.6,49.88954,212
2009,LOW_RANGE,SUV_CROSSOVER,2.4,4,X,11.2,46.67086,225
2009,LOW_RANGE,SEDAN_COMPACT,1.6,4,X,8.2,64.3736,163
2009,MID_RANGE,WAGON_SPECIALTY,2.4,4,X,10.3,49.88954,209
2009,MID_RANGE,SUV_CROSSOVER,5.7,8,X,16.4,32.1868,324
2009,MID_RANGE,SEDAN_COMPACT,1.5,4,X,7.0,70.81096,147
2009,MID_RANGE,MIDSIZE_FULLSIZE,2.0,4,Z,10.8,49.88954,209
2009,MID_RANGE,SEDAN_COMPACT,2.5,5,X,11.9,45.06152,230
2009,MID_RANGE,SUV_CROSSOVER,3.2,6,X,13.7,40.2335,264
2010,HIGH_RANGE,WAGON_SPECIALTY,3.0,6,Z,12.0,45.06152,235
2010,HIGH_RANGE,SUV_CROSSOVER,3.6,6,Z,14.8,35.40548,294
2010,HIGH_RANGE,SEDAN_COMPACT,4.2,8,Z,17.1,32.1868,322
2010,HIGH_RANGE,SEDAN_COMPACT,4.2,8,Z,12.8,40.2335,255
2010,HIGH_RANGE,SEDAN_COMPACT,2.0,4,Z,9.7,53.10822,196
2010,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,11.6,46.67086,225
2010,HIGH_RANGE,MIDSIZE_FULLSIZE,3.0,6,Z,12.1,45.06152,235
2010,HIGH_RANGE,WAGON_SPECIALTY,3.0,6,Z,13.5,40.2335,258
2010,HIGH_RANGE,SEDAN_COMPACT,4.8,8,Z,14.0,38.62416,269
2010,HIGH_RANGE,SEDAN_COMPACT,4.0,8,Z,15.3,35.40548,294
2010,HIGH_RANGE,MIDSIZE_FULLSIZE,5.0,10,Z,19.9,27.35878,373
2010,HIGH_RANGE,SEDAN_COMPACT,5.0,10,Z,20.3,27.35878,377
2010,HIGH_RANGE,SEDAN_COMPACT,5.0,10,Z,19.9,27.35878,373
2010,HIGH_RANGE,MIDSIZE_FULLSIZE,6.2,8,Z,14.9,35.40548,297
2010,HIGH_RANGE,SUV_CROSSOVER,6.2,8,Z,15.3,35.40548,299
2010,MID_RANGE,TRUCK_VAN,5.3,8,X,14.4,37.01482,281
2010,MID_RANGE,SEDAN_COMPACT,6.2,8,Z,13.2,41.84284,251
2010,MID_RANGE,TRUCK_VAN,3.7,5,X,13.3,40.2335,264
2010,MID_RANGE,TRUCK_VAN,5.3,8,O,21.8,24.1401,306
2010,MID_RANGE,SUV_CROSSOVER,2.4,4,O,12.6,41.84284,174
2010,MID_RANGE,TRUCK_VAN,4.8,8,X,15.3,35.40548,301
2010,MID_RANGE,TRUCK_VAN,5.3,8,O,19.5,27.35878,262
2010,MID_RANGE,SEDAN_COMPACT,2.7,6,O,16.8,32.1868,222
2010,MID_RANGE,MIDSIZE_FULLSIZE,3.5,6,X,12.9,43.45218,239
2010,MID_RANGE,MIDSIZE_FULLSIZE,2.7,6,X,10.8,49.88954,212
2010,MID_RANGE,SUV_CROSSOVER,3.5,6,X,13.6,40.2335,262
2010,MID_RANGE,SUV_CROSSOVER,3.7,6,X,14.0,37.01482,278
2010,MID_RANGE,TRUCK_VAN,5.7,8,X,15.4,35.40548,301
2010,MID_RANGE,SUV_CROSSOVER,3.0,6,X,10.9,46.67086,221
2010,MID_RANGE,TRUCK_VAN,5.4,8,X,15.9,32.1868,317
2010,MID_RANGE,MIDSIZE_FULLSIZE,2.5,4,X,9.4,56.3269,186
2010,MID_RANGE,MIDSIZE_FULLSIZE,3.5,6,X,12.3,43.45218,239
2010,MID_RANGE,SEDAN_COMPACT,1.3,4,X,4.8,96.5604,108
2010,MID_RANGE,TRUCK_VAN,3.5,6,X,12.3,43.45218,237
2010,LOW_RANGE,TRUCK_VAN,3.7,5,X,14.7,35.40548,299
2010,LOW_RANGE,TRUCK_VAN,5.3,8,X,16.5,30.57746,338
2010,HIGH_RANGE,MIDSIZE_FULLSIZE,5.0,8,Z,13.1,41.84284,253
2010,MID_RANGE,SUV_CROSSOVER,3.7,6,X,14.6,35.40548,294
2010,MID_RANGE,SUV_CROSSOVER,2.4,4,X,9.7,51.49888,205
2010,MID_RANGE,SEDAN_COMPACT,2.0,4,X,8.3,62.76426,166
2010,MID_RANGE,SEDAN_COMPACT,2.4,4,X,9.3,57.93624,182
2010,MID_RANGE,WAGON_SPECIALTY,2.4,4,X,10.6,49.88954,212
2010,MID_RANGE,WAGON_SPECIALTY,2.0,4,X,8.6,59.54558,177
2010,MID_RANGE,SUV_CROSSOVER,2.7,6,X,11.3,45.06152,230
2010,HIGH_RANGE,MIDSIZE_FULLSIZE,4.6,8,Z,12.9,41.84284,248
2010,HIGH_RANGE,SUV_CROSSOVER,3.5,6,Z,11.5,46.67086,228
2010,HIGH_RANGE,SEDAN_COMPACT,4.7,8,Z,17.8,30.57746,345
2010,MID_RANGE,MIDSIZE_FULLSIZE,3.7,6,X,12.1,45.06152,235
2010,MID_RANGE,SEDAN_COMPACT,2.0,4,Z,9.7,53.10822,196
2010,HIGH_RANGE,MIDSIZE_FULLSIZE,6.0,12,Z,21.2,25.74944,402
2010,HIGH_RANGE,MIDSIZE_FULLSIZE,3.5,6,Z,11.0,48.2802,218
2010,HIGH_RANGE,MIDSIZE_FULLSIZE,5.5,8,Z,14.9,37.01482,285
2010,HIGH_RANGE,MIDSIZE_FULLSIZE,5.5,12,Z,19.1,28.96812,361
2010,MID_RANGE,MIDSIZE_FULLSIZE,1.6,4,X,7.7,65.98294,159
2010,HIGH_RANGE,SEDAN_COMPACT,3.8,6,Z,15.2,35.40548,292
2010,HIGH_RANGE,SEDAN_COMPACT,3.8,6,Z,13.1,41.84284,251
2010,HIGH_RANGE,SUV_CROSSOVER,3.6,6,Z,14.6,37.01482,288
2010,HIGH_RANGE,SUV_CROSSOVER,4.8,8,Z,19.4,28.96812,366
2010,HIGH_RANGE,SEDAN_COMPACT,6.7,12,Z,18.1,30.57746,347
2010,MID_RANGE,SUV_CROSSOVER,2.5,4,Z,11.0,46.67086,225
2010,MID_RANGE,SEDAN_COMPACT,2.5,4,X,10.4,49.88954,212
2010,MID_RANGE,MIDSIZE_FULLSIZE,2.5,4,X,9.0,59.54558,177
2010,MID_RANGE,MIDSIZE_FULLSIZE,2.4,4,X,5.7,80.467,131
2010,MID_RANGE,SUV_CROSSOVER,4.0,6,X,12.5,40.2335,258
2010,MID_RANGE,SUV_CROSSOVER,3.5,6,X,11.1,46.67086,221
2010,MID_RANGE,TRUCK_VAN,3.5,6,X,13.3,38.62416,267
2010,MID_RANGE,SUV_CROSSOVER,3.5,6,X,11.0,48.2802,218
2010,MID_RANGE,SUV_CROSSOVER,2.7,4,X,10.2,51.49888,202
2010,MID_RANGE,SEDAN_COMPACT,2.0,4,X,9.8,53.10822,196
2010,MID_RANGE,SEDAN_COMPACT,2.5,5,X,10.2,51.49888,200
2010,MID_RANGE,SEDAN_COMPACT,2.5,5,X,10.8,49.88954,212
2011,HIGH_RANGE,SEDAN_COMPACT,2.0,4,X,8.7,59.54558,177
2011,HIGH_RANGE,SEDAN_COMPACT,5.9,12,Z,18.1,30.57746,343
2011,HIGH_RANGE,SEDAN_COMPACT,4.7,8,Z,15.3,35.40548,297
2011,HIGH_RANGE,SEDAN_COMPACT,2.0,4,Z,10.0,51.49888,200
2011,HIGH_RANGE,MIDSIZE_FULLSIZE,4.2,8,Z,13.0,41.84284,253
2011,HIGH_RANGE,WAGON_SPECIALTY,3.0,6,Z,12.0,45.06152,235
2011,HIGH_RANGE,SEDAN_COMPACT,6.0,12,Z,18.8,28.96812,354
2011,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,11.5,46.67086,221
2011,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,11.0,48.2802,214
2011,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,12.3,43.45218,242
2011,MID_RANGE,SUV_CROSSOVER,3.6,6,X,12.7,41.84284,248
2011,MID_RANGE,MIDSIZE_FULLSIZE,3.6,6,Z,12.2,45.06152,230
2011,MID_RANGE,MIDSIZE_FULLSIZE,3.9,6,X,12.0,45.06152,230
2011,HIGH_RANGE,MIDSIZE_FULLSIZE,3.0,6,X,13.1,41.84284,246
2011,HIGH_RANGE,MIDSIZE_FULLSIZE,6.2,8,Z,14.9,35.40548,297
2011,HIGH_RANGE,SUV_CROSSOVER,3.0,6,X,12.2,41.84284,246
2011,MID_RANGE,SEDAN_COMPACT,1.6,4,X,8.2,64.3736,163
2011,MID_RANGE,SEDAN_COMPACT,3.6,6,X,11.4,48.2802,216
2011,MID_RANGE,TRUCK_VAN,4.3,6,X,14.1,37.01482,283
2011,MID_RANGE,MIDSIZE_FULLSIZE,3.5,6,O,14.8,37.01482,197
2011,MID_RANGE,TRUCK_VAN,4.8,8,O,20.2,25.74944,280
2011,MID_RANGE,TRUCK_VAN,6.0,8,X,10.1,48.2802,216
2011,MID_RANGE,MIDSIZE_FULLSIZE,3.6,6,X,11.0,49.88954,209
2011,MID_RANGE,MIDSIZE_FULLSIZE,2.0,4,X,8.5,61.15492,172
2011,MID_RANGE,TRUCK_VAN,5.7,8,X,15.4,35.40548,301
2011,MID_RANGE,SUV_CROSSOVER,3.5,6,X,11.9,45.06152,235
2011,MID_RANGE,TRUCK_VAN,3.5,6,X,13.0,40.2335,258
2011,MID_RANGE,TRUCK_VAN,3.5,6,X,13.9,38.62416,271
2011,MID_RANGE,SEDAN_COMPACT,1.6,4,X,7.1,72.4203,145
2011,MID_RANGE,SEDAN_COMPACT,3.7,6,X,11.9,45.06152,232
2011,MID_RANGE,MIDSIZE_FULLSIZE,2.4,4,X,8.8,61.15492,170
2011,MID_RANGE,SEDAN_COMPACT,2.0,4,Z,10.5,51.49888,202
2011,MID_RANGE,SUV_CROSSOVER,2.4,4,X,10.1,51.49888,202
2011,MID_RANGE,SUV_CROSSOVER,2.4,4,X,10.6,49.88954,212
2011,HIGH_RANGE,MIDSIZE_FULLSIZE,3.7,6,Z,12.0,43.45218,237
2011,HIGH_RANGE,SUV_CROSSOVER,5.6,8,Z,15.7,33.79614,304
2011,HIGH_RANGE,MIDSIZE_FULLSIZE,5.0,8,Z,13.1,41.84284,253
2011,MID_RANGE,SEDAN_COMPACT,2.4,4,X,9.2,57.93624,179
2011,MID_RANGE,SUV_CROSSOVER,3.5,6,X,11.1,46.67086,223
2011,MID_RANGE,WAGON_SPECIALTY,2.0,4,X,8.6,59.54558,175
2011,HIGH_RANGE,MIDSIZE_FULLSIZE,3.5,6,X,11.7,46.67086,223
2011,MID_RANGE,SEDAN_COMPACT,1.5,4,X,7.5,67.59228,156
2011,HIGH_RANGE,WAGON_SPECIALTY,3.5,6,Z,12.8,41.84284,251
2011,HIGH_RANGE,SUV_CROSSOVER,4.7,8,Z,16.6,32.1868,329
2011,HIGH_RANGE,SUV_CROSSOVER,3.5,6,Z,14.1,37.01482,283
2011,MID_RANGE,SEDAN_COMPACT,1.6,4,Z,7.3,69.20162,150
2011,MID_RANGE,SEDAN_COMPACT,1.6,4,Z,7.9,64.3736,161
2011,MID_RANGE,WAGON_SPECIALTY,2.0,4,X,8.6,61.15492,170
2011,MID_RANGE,SUV_CROSSOVER,3.0,6,Z,11.0,46.67086,221
2011,MID_RANGE,SEDAN_COMPACT,3.7,6,Z,11.7,45.06152,230
2011,MID_RANGE,MIDSIZE_FULLSIZE,2.5,4,X,8.7,61.15492,172
2011,MID_RANGE,MIDSIZE_FULLSIZE,3.5,6,X,10.4,49.88954,207
2011,MID_RANGE,SUV_CROSSOVER,5.6,8,X,17.3,30.57746,338
2011,MID_RANGE,TRUCK_VAN,4.0,6,X,14.8,35.40548,294
2011,MID_RANGE,TRUCK_VAN,4.0,6,X,13.8,37.01482,281
2011,MID_RANGE,SEDAN_COMPACT,3.8,6,Z,13.9,38.62416,274
2011,MID_RANGE,MIDSIZE_FULLSIZE,3.5,6,Z,10.8,48.2802,216
2011,MID_RANGE,MIDSIZE_FULLSIZE,1.6,4,X,7.7,65.98294,159
2011,HIGH_RANGE,SEDAN_COMPACT,3.8,6,Z,11.6,45.06152,230
2011,HIGH_RANGE,SUV_CROSSOVER,3.6,6,Z,12.9,41.84284,251
2011,HIGH_RANGE,MIDSIZE_FULLSIZE,4.8,8,Z,14.1,38.62416,269
2011,LOW_RANGE,SEDAN_COMPACT,1.0,3,Z,5.9,83.68568,124
2011,MID_RANGE,SEDAN_COMPACT,2.5,4,X,10.8,49.88954,212
2011,LOW_RANGE,SEDAN_COMPACT,2.4,4,X,10.1,53.10822,198
2011,LOW_RANGE,WAGON_SPECIALTY,2.0,4,X,9.0,56.3269,184
2011,LOW_RANGE,SEDAN_COMPACT,2.0,4,X,9.1,57.93624,179
2011,MID_RANGE,MIDSIZE_FULLSIZE,2.5,4,X,9.0,59.54558,177
2011,MID_RANGE,MIDSIZE_FULLSIZE,2.4,4,X,5.7,80.467,131
2011,MID_RANGE,SUV_CROSSOVER,4.0,6,X,12.4,40.2335,255
2011,MID_RANGE,SUV_CROSSOVER,2.7,4,X,10.0,53.10822,196
2011,MID_RANGE,SEDAN_COMPACT,2.0,4,Z,9.5,54.71756,189
2011,MID_RANGE,WAGON_SPECIALTY,2.5,5,X,9.9,54.71756,189
2011,MID_RANGE,SUV_CROSSOVER,2.0,4,Z,10.7,48.2802,218
2011,MID_RANGE,SUV_CROSSOVER,4.4,8,X,15.6,35.40548,301
2012,HIGH_RANGE,WAGON_SPECIALTY,2.0,4,Z,10.4,51.49888,200
2012,HIGH_RANGE,WAGON_SPECIALTY,2.0,4,Z,10.0,51.49888,200
2012,HIGH_RANGE,SEDAN_COMPACT,6.0,12,Z,19.1,28.96812,359
2012,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,10.8,49.88954,209
2012,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,11.3,49.88954,212
2012,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,11.7,46.67086,228
2012,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,10.4,51.49888,202
2012,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,12.4,45.06152,235
2012,HIGH_RANGE,SUV_CROSSOVER,6.2,8,O,23.6,22.53076,317
2012,MID_RANGE,SEDAN_COMPACT,3.6,6,X,12.4,45.06152,230
2012,MID_RANGE,SEDAN_COMPACT,6.2,8,Z,13.5,40.2335,255
2012,MID_RANGE,MIDSIZE_FULLSIZE,1.4,4,X,7.8,69.20162,152
2012,MID_RANGE,TRUCK_VAN,5.3,8,X,16.2,32.1868,324
2012,MID_RANGE,TRUCK_VAN,5.3,8,O,21.4,24.1401,298
2012,MID_RANGE,TRUCK_VAN,4.3,6,X,14.1,37.01482,281
2012,MID_RANGE,MIDSIZE_FULLSIZE,2.4,4,X,10.5,51.49888,200
2012,MID_RANGE,MIDSIZE_FULLSIZE,3.6,6,O,15.3,35.40548,203
2012,MID_RANGE,MIDSIZE_FULLSIZE,2.0,4,X,8.5,61.15492,172
2012,MID_RANGE,SUV_CROSSOVER,5.7,8,X,16.6,33.79614,315
2012,MID_RANGE,SUV_CROSSOVER,2.4,4,X,10.8,48.2802,214
2012,MID_RANGE,TRUCK_VAN,4.6,8,O,22.3,22.53076,317
