YEAR,RANGE_CATEGORY,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,FUEL,FUEL CONSUMPTION,KMXGALON,EMISSIONS
2012,MID_RANGE,TRUCK_VAN,4.6,8,X,16.8,30.57746,340
2012,MID_RANGE,TRUCK_VAN,5.4,8,X,18.7,27.35878,375
2012,MID_RANGE,SUV_CROSSOVER,2.5,4,X,9.1,54.71756,189
2012,MID_RANGE,SUV_CROSSOVER,3.0,6,O,15.0,35.40548,210
2012,MID_RANGE,SUV_CROSSOVER,2.0,4,X,10.4,51.49888,205
2012,MID_RANGE,TRUCK_VAN,3.7,6,X,12.7,41.84284,253
2012,MID_RANGE,TRUCK_VAN,3.7,6,O,17.4,30.57746,240
2012,MID_RANGE,MIDSIZE_FULLSIZE,2.5,4,X,9.4,54.71756,191
2012,MID_RANGE,MIDSIZE_FULLSIZE,3.0,6,X,11.9,45.06152,230
2012,MID_RANGE,SUV_CROSSOVER,6.2,8,O,23.6,22.53076,317
2012,MID_RANGE,SEDAN_COMPACT,1.5,4,X,5.6,85.29502,122
2012,MID_RANGE,WAGON_SPECIALTY,2.0,4,X,8.7,59.54558,177
2012,MID_RANGE,WAGON_SPECIALTY,2.0,4,X,8.9,57.93624,179
2012,MID_RANGE,MIDSIZE_FULLSIZE,2.4,4,X,8.7,62.76426,168
2012,HIGH_RANGE,SEDAN_COMPACT,3.7,6,Z,12.9,41.84284,251
2012,HIGH_RANGE,MIDSIZE_FULLSIZE,5.0,8,Z,13.1,41.84284,253
2012,HIGH_RANGE,SEDAN_COMPACT,5.0,8,Z,13.5,40.2335,262
2012,MID_RANGE,SUV_CROSSOVER,2.4,4,X,9.0,56.3269,186
2012,MID_RANGE,SUV_CROSSOVER,3.6,6,X,12.7,40.2335,258
2012,MID_RANGE,SEDAN_COMPACT,1.6,4,X,7.1,70.81096,147
2012,MID_RANGE,WAGON_SPECIALTY,2.0,4,X,8.8,56.3269,184
2012,HIGH_RANGE,SEDAN_COMPACT,6.5,12,Z,21.0,27.35878,393
2012,HIGH_RANGE,SEDAN_COMPACT,5.2,10,Z,18.7,28.96812,356
2012,HIGH_RANGE,MIDSIZE_FULLSIZE,2.5,4,X,4.6,90.12304,115
2012,MID_RANGE,SUV_CROSSOVER,3.7,6,X,12.7,41.84284,248
2012,MID_RANGE,SEDAN_COMPACT,1.5,4,X,7.1,69.20162,150
2012,MID_RANGE,MIDSIZE_FULLSIZE,2.3,4,Z,11.5,46.67086,228
2012,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,11.8,45.06152,232
2012,HIGH_RANGE,WAGON_SPECIALTY,3.5,6,Z,11.2,48.2802,218
2012,HIGH_RANGE,SEDAN_COMPACT,3.5,6,Z,11.0,49.88954,212
2012,HIGH_RANGE,WAGON_SPECIALTY,5.5,8,Z,13.8,38.62416,267
2012,HIGH_RANGE,SUV_CROSSOVER,3.5,6,Z,13.2,40.2335,260
2012,HIGH_RANGE,SUV_CROSSOVER,4.7,8,Z,14.5,37.01482,288
2012,HIGH_RANGE,SEDAN_COMPACT,6.2,8,Z,15.6,33.79614,306
2012,MID_RANGE,SEDAN_COMPACT,1.6,4,Z,8.1,62.76426,166
2012,MID_RANGE,SEDAN_COMPACT,2.0,4,Z,11.9,45.06152,232
2012,MID_RANGE,SEDAN_COMPACT,2.0,4,X,8.4,62.76426,166
2012,MID_RANGE,SUV_CROSSOVER,2.0,4,X,8.7,59.54558,175
2012,MID_RANGE,MIDSIZE_FULLSIZE,2.5,4,X,8.8,59.54558,175
2012,MID_RANGE,SUV_CROSSOVER,2.5,4,X,9.6,51.49888,202
2012,MID_RANGE,TRUCK_VAN,5.6,8,X,17.7,30.57746,350
2012,MID_RANGE,SEDAN_COMPACT,1.6,4,X,6.7,75.63898,138
2012,HIGH_RANGE,SEDAN_COMPACT,3.8,6,Z,11.6,46.67086,228
2012,HIGH_RANGE,SEDAN_COMPACT,3.8,6,Z,11.2,48.2802,218
2012,HIGH_RANGE,SEDAN_COMPACT,3.4,6,Z,10.1,51.49888,200
2012,HIGH_RANGE,SEDAN_COMPACT,3.8,6,Z,10.9,48.2802,214
2012,HIGH_RANGE,MIDSIZE_FULLSIZE,3.6,6,Z,11.8,46.67086,228
2012,LOW_RANGE,SEDAN_COMPACT,2.5,4,X,9.2,56.3269,184
2012,LOW_RANGE,SEDAN_COMPACT,2.0,4,X,8.0,62.76426,166
2012,MID_RANGE,TRUCK_VAN,3.5,6,X,11.3,46.67086,225
2012,MID_RANGE,TRUCK_VAN,2.7,4,X,11.5,43.45218,237
2012,MID_RANGE,TRUCK_VAN,4.0,6,X,13.7,37.01482,283
2012,MID_RANGE,SUV_CROSSOVER,3.5,6,X,11.1,46.67086,221
2012,MID_RANGE,SEDAN_COMPACT,2.0,4,Z,9.6,54.71756,191
2012,MID_RANGE,SEDAN_COMPACT,2.5,5,X,10.2,51.49888,200
2013,HIGH_RANGE,MIDSIZE_FULLSIZE,2.0,4,Z,10.5,51.49888,205
2013,HIGH_RANGE,SEDAN_COMPACT,2.0,4,Z,10.1,51.49888,205
2013,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,11.8,45.06152,230
2013,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,10.6,51.49888,205
2013,HIGH_RANGE,SEDAN_COMPACT,2.0,4,Z,9.0,61.15492,172
2013,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,12.4,43.45218,244
2013,HIGH_RANGE,MIDSIZE_FULLSIZE,2.0,4,Z,8.5,62.76426,166
2013,HIGH_RANGE,MIDSIZE_FULLSIZE,2.0,4,Z,9.0,59.54558,177
2013,HIGH_RANGE,SEDAN_COMPACT,4.0,8,Z,15.4,35.40548,297
2013,HIGH_RANGE,SEDAN_COMPACT,4.0,8,Z,15.2,35.40548,292
2013,HIGH_RANGE,SEDAN_COMPACT,4.4,8,Z,14.4,37.01482,278
2013,HIGH_RANGE,SUV_CROSSOVER,4.4,8,Z,17.2,30.57746,343
2013,HIGH_RANGE,SUV_CROSSOVER,3.0,6,Z,13.1,40.2335,255
2013,HIGH_RANGE,MIDSIZE_FULLSIZE,6.2,8,Z,18.1,30.57746,345
2013,HIGH_RANGE,SUV_CROSSOVER,3.6,6,O,17.8,30.57746,243
2013,MID_RANGE,SEDAN_COMPACT,3.6,6,X,12.4,45.06152,230
2013,MID_RANGE,SEDAN_COMPACT,3.6,6,X,11.2,49.88954,209
2013,MID_RANGE,SEDAN_COMPACT,6.2,8,Z,13.6,40.2335,258
2013,MID_RANGE,SEDAN_COMPACT,6.2,8,Z,14.9,35.40548,299
2013,MID_RANGE,TRUCK_VAN,6.2,8,Z,17.7,30.57746,343
2013,MID_RANGE,MIDSIZE_FULLSIZE,1.4,4,X,7.3,72.4203,145
2013,MID_RANGE,SEDAN_COMPACT,6.4,8,Z,15.0,37.01482,281
2013,MID_RANGE,TRUCK_VAN,4.6,8,X,16.1,32.1868,329
2013,MID_RANGE,SUV_CROSSOVER,2.0,4,X,9.8,53.10822,196
2013,MID_RANGE,TRUCK_VAN,3.5,6,X,13.0,40.2335,258
2013,MID_RANGE,TRUCK_VAN,6.2,8,X,16.5,32.1868,324
2013,MID_RANGE,TRUCK_VAN,3.7,6,X,13.3,38.62416,267
2013,MID_RANGE,MIDSIZE_FULLSIZE,1.6,4,X,8.7,62.76426,168
2013,MID_RANGE,MIDSIZE_FULLSIZE,3.5,6,O,16.6,32.1868,222
2013,MID_RANGE,SUV_CROSSOVER,6.2,8,O,23.5,22.53076,317
2013,MID_RANGE,SEDAN_COMPACT,2.4,4,Z,10.0,54.71756,193
2013,MID_RANGE,WAGON_SPECIALTY,1.5,4,X,7.1,72.4203,145
2013,MID_RANGE,SEDAN_COMPACT,1.3,4,X,4.7,98.16974,106
2013,MID_RANGE,SEDAN_COMPACT,1.6,4,X,7.2,72.4203,145
2013,MID_RANGE,SEDAN_COMPACT,1.6,4,X,7.5,69.20162,150
2013,HIGH_RANGE,MIDSIZE_FULLSIZE,3.7,6,Z,12.3,43.45218,237
2013,HIGH_RANGE,SUV_CROSSOVER,5.6,8,Z,15.7,33.79614,304
2013,MID_RANGE,SUV_CROSSOVER,3.6,6,X,12.7,40.2335,258
2013,MID_RANGE,SUV_CROSSOVER,3.6,6,X,13.4,38.62416,269
2013,MID_RANGE,MIDSIZE_FULLSIZE,2.4,4,X,9.2,57.93624,179
2013,MID_RANGE,SEDAN_COMPACT,2.4,4,X,9.2,57.93624,179
2013,HIGH_RANGE,SEDAN_COMPACT,5.2,10,Z,20.1,27.35878,382
2013,HIGH_RANGE,SUV_CROSSOVER,2.0,4,Z,12.0,43.45218,239
2013,HIGH_RANGE,SUV_CROSSOVER,5.7,8,Z,17.0,30.57746,334
2013,HIGH_RANGE,SUV_CROSSOVER,3.5,6,X,13.1,40.2335,258
2013,MID_RANGE,MIDSIZE_FULLSIZE,2.0,4,X,7.6,69.20162,150
2013,MID_RANGE,MIDSIZE_FULLSIZE,2.5,4,X,9.8,54.71756,193
2013,MID_RANGE,MIDSIZE_FULLSIZE,3.7,6,X,11.8,46.67086,228
2013,HIGH_RANGE,SEDAN_COMPACT,1.8,4,Z,9.5,56.3269,186
2013,HIGH_RANGE,SEDAN_COMPACT,4.7,8,Z,13.8,40.2335,264
2013,HIGH_RANGE,SEDAN_COMPACT,5.5,8,Z,13.6,40.2335,262
2013,HIGH_RANGE,SEDAN_COMPACT,3.5,6,O,14.9,35.40548,202
2013,HIGH_RANGE,SUV_CROSSOVER,4.7,8,Z,14.5,37.01482,288
2013,HIGH_RANGE,SEDAN_COMPACT,1.8,4,Z,9.0,59.54558,177
2013,MID_RANGE,WAGON_SPECIALTY,2.0,4,X,8.3,62.76426,168
2013,MID_RANGE,WAGON_SPECIALTY,2.0,4,X,8.5,62.76426,168
2013,MID_RANGE,SEDAN_COMPACT,3.7,6,Z,11.6,45.06152,230
2013,MID_RANGE,TRUCK_VAN,3.5,6,X,11.0,46.67086,221
2013,HIGH_RANGE,SEDAN_COMPACT,3.4,6,Z,10.4,51.49888,205
2013,HIGH_RANGE,SEDAN_COMPACT,3.8,6,Z,11.0,48.2802,214
2013,HIGH_RANGE,SEDAN_COMPACT,3.8,6,Z,12.7,43.45218,244
2013,MID_RANGE,TRUCK_VAN,5.7,8,X,15.4,35.40548,301
2013,MID_RANGE,TRUCK_VAN,4.7,8,X,15.0,35.40548,297
2013,LOW_RANGE,WAGON_SPECIALTY,2.0,4,X,9.3,56.3269,186
2013,LOW_RANGE,WAGON_SPECIALTY,2.0,4,X,9.1,57.93624,179
2013,MID_RANGE,MIDSIZE_FULLSIZE,2.5,4,X,8.2,64.3736,161
2013,MID_RANGE,SUV_CROSSOVER,2.5,4,X,9.1,56.3269,186
2013,MID_RANGE,MIDSIZE_FULLSIZE,3.6,6,Z,10.9,48.2802,216
2013,MID_RANGE,MIDSIZE_FULLSIZE,3.0,6,X,11.7,45.06152,230
2013,MID_RANGE,SUV_CROSSOVER,3.2,6,X,11.6,45.06152,230
2014,HIGH_RANGE,SUV_CROSSOVER,3.5,6,Z,10.7,49.88954,212
2014,HIGH_RANGE,SEDAN_COMPACT,2.0,4,Z,8.6,61.15492,173
2014,HIGH_RANGE,SEDAN_COMPACT,4.2,8,Z,13.7,38.62416,269
2014,HIGH_RANGE,SEDAN_COMPACT,4.4,8,Z,15.6,35.40548,299
2014,HIGH_RANGE,SEDAN_COMPACT,2.0,4,Z,9.4,57.93624,179
2014,HIGH_RANGE,MIDSIZE_FULLSIZE,2.0,4,Z,11.1,48.2802,214
2014,HIGH_RANGE,WAGON_SPECIALTY,3.6,6,X,11.8,46.67086,225
2014,HIGH_RANGE,WAGON_SPECIALTY,3.6,6,X,11.8,46.67086,228
2014,HIGH_RANGE,SUV_CROSSOVER,6.2,8,O,21.2,25.74944,286
2014,MID_RANGE,SUV_CROSSOVER,3.6,6,O,17.9,30.57746,242
2014,MID_RANGE,TRUCK_VAN,5.3,8,O,21.8,24.1401,306
2014,MID_RANGE,TRUCK_VAN,6.0,8,X,19.9,27.35878,384
2014,MID_RANGE,MIDSIZE_FULLSIZE,3.6,6,O,15.0,35.40548,202
2014,MID_RANGE,TRUCK_VAN,6.2,8,Z,14.7,37.01482,288
2014,MID_RANGE,MIDSIZE_FULLSIZE,1.8,4,X,7.7,67.59228,156
2014,MID_RANGE,SUV_CROSSOVER,1.4,4,X,7.8,67.59228,156
2014,MID_RANGE,MIDSIZE_FULLSIZE,3.6,6,X,10.9,51.49888,205
2014,MID_RANGE,SEDAN_COMPACT,3.6,6,X,11.0,49.88954,209
2014,MID_RANGE,MIDSIZE_FULLSIZE,2.4,4,X,9.9,54.71756,193
2014,MID_RANGE,MIDSIZE_FULLSIZE,5.7,8,X,14.1,40.2335,260
2014,MID_RANGE,MIDSIZE_FULLSIZE,3.6,6,X,11.4,48.2802,219
2014,MID_RANGE,MIDSIZE_FULLSIZE,3.6,6,O,15.1,37.01482,195
2014,MID_RANGE,MIDSIZE_FULLSIZE,1.4,4,X,7.2,74.02964,143
2014,LOW_RANGE,WAGON_SPECIALTY,1.4,4,X,8.0,64.3736,163
2014,MID_RANGE,MIDSIZE_FULLSIZE,2.0,4,X,4.6,93.34172,113
2014,MID_RANGE,TRUCK_VAN,5.4,8,O,24.4,20.92142,342
2014,MID_RANGE,SUV_CROSSOVER,2.0,4,X,9.8,53.10822,198
2014,MID_RANGE,SUV_CROSSOVER,3.5,6,X,12.7,41.84284,251
2014,MID_RANGE,SUV_CROSSOVER,3.5,6,O,17.1,30.57746,237
2014,MID_RANGE,TRUCK_VAN,5.0,8,O,20.1,25.74944,280
2014,MID_RANGE,SEDAN_COMPACT,1.5,4,X,6.4,78.85766,133
2014,MID_RANGE,MIDSIZE_FULLSIZE,5.0,8,Z,14.1,38.62416,269
2014,MID_RANGE,SEDAN_COMPACT,1.6,4,X,8.6,59.54558,175
2014,HIGH_RANGE,SUV_CROSSOVER,5.0,8,Z,14.9,35.40548,294
2014,MID_RANGE,SUV_CROSSOVER,2.0,4,X,8.9,57.93624,182
2014,HIGH_RANGE,SUV_CROSSOVER,5.0,8,O,21.9,24.1401,296
2014,HIGH_RANGE,SEDAN_COMPACT,4.7,8,Z,16.4,33.79614,308
2014,MID_RANGE,SUV_CROSSOVER,3.7,6,X,12.7,40.2335,255
2014,MID_RANGE,SEDAN_COMPACT,2.5,4,X,7.2,74.02964,143
2014,MID_RANGE,MIDSIZE_FULLSIZE,2.0,4,X,7.0,75.63898,138
2014,MID_RANGE,MIDSIZE_FULLSIZE,2.5,4,X,7.0,74.02964,140
2014,HIGH_RANGE,SUV_CROSSOVER,3.5,6,O,16.0,32.1868,226
2014,MID_RANGE,SEDAN_COMPACT,1.6,4,Z,8.0,62.76426,168
2014,MID_RANGE,SEDAN_COMPACT,1.2,3,X,5.3,93.34172,113
2014,MID_RANGE,SUV_CROSSOVER,3.0,6,Z,10.1,51.49888,202
2014,MID_RANGE,SEDAN_COMPACT,3.7,6,Z,12.0,43.45218,237
2014,HIGH_RANGE,SEDAN_COMPACT,3.4,6,Z,10.2,51.49888,202
2014,HIGH_RANGE,SEDAN_COMPACT,3.4,6,Z,10.4,51.49888,205
2014,HIGH_RANGE,SEDAN_COMPACT,3.8,6,Z,11.1,48.2802,216
2014,HIGH_RANGE,SEDAN_COMPACT,3.8,6,Z,11.0,48.2802,214
2014,MID_RANGE,SUV_CROSSOVER,2.5,4,X,8.6,59.54558,177
2014,MID_RANGE,SUV_CROSSOVER,3.5,6,X,11.5,45.06152,230
2014,MID_RANGE,SUV_CROSSOVER,2.5,4,X,9.1,56.3269,186
2014,MID_RANGE,TRUCK_VAN,4.0,6,X,13.7,37.01482,283
2014,MID_RANGE,TRUCK_VAN,4.0,6,X,13.2,38.62416,271
2014,MID_RANGE,SEDAN_COMPACT,1.5,4,X,6.7,74.02964,140
2014,MID_RANGE,SEDAN_COMPACT,2.5,5,X,9.8,51.49888,200
2014,MID_RANGE,SEDAN_COMPACT,2.0,4,Z,8.9,59.54558,177
2014,MID_RANGE,MIDSIZE_FULLSIZE,1.8,4,X,8.6,62.76426,168
2015,HIGH_RANGE,SEDAN_COMPACT,2.4,4,Z,10.8,48.2802,214
2015,HIGH_RANGE,SEDAN_COMPACT,3.5,6,Z,11.2,49.88954,212
2015,HIGH_RANGE,SEDAN_COMPACT,2.0,4,Z,11.0,46.67086,221
2015,HIGH_RANGE,SEDAN_COMPACT,2.0,4,Z,10.6,49.88954,209
2015,HIGH_RANGE,MIDSIZE_FULLSIZE,6.3,12,Z,17.8,30.57746,344
2015,HIGH_RANGE,SEDAN_COMPACT,2.0,4,Z,11.9,43.45218,237
2015,HIGH_RANGE,SEDAN_COMPACT,4.2,8,Z,14.8,35.40548,297
2015,HIGH_RANGE,SEDAN_COMPACT,3.0,6,Z,13.3,40.2335,262
2015,HIGH_RANGE,MIDSIZE_FULLSIZE,4.4,8,Z,15.2,35.40548,294
2015,HIGH_RANGE,SUV_CROSSOVER,4.4,8,Z,16.6,30.57746,336
2015,MID_RANGE,SEDAN_COMPACT,2.0,4,Z,11.6,46.67086,225
2015,HIGH_RANGE,MIDSIZE_FULLSIZE,2.0,4,Z,11.5,46.67086,228
2015,HIGH_RANGE,SUV_CROSSOVER,6.2,8,Z,16.8,30.57746,334
2015,MID_RANGE,SEDAN_COMPACT,6.2,8,Z,15.3,35.40548,294
2015,MID_RANGE,SEDAN_COMPACT,6.2,8,Z,19.9,27.35878,386
2015,MID_RANGE,SEDAN_COMPACT,6.2,8,Z,17.7,32.1868,329
2015,MID_RANGE,MIDSIZE_FULLSIZE,2.5,4,X,10.6,49.88954,212
2015,MID_RANGE,SUV_CROSSOVER,5.3,8,O,20.5,25.74944,282
2015,MID_RANGE,MIDSIZE_FULLSIZE,3.6,6,X,13.7,40.2335,264
2015,MID_RANGE,SUV_CROSSOVER,3.6,6,X,14.5,37.01482,285
2015,MID_RANGE,SUV_CROSSOVER,3.5,6,X,13.2,40.2335,260
2015,MID_RANGE,SUV_CROSSOVER,2.5,4,X,10.9,48.2802,218
2015,MID_RANGE,SUV_CROSSOVER,3.5,6,X,14.2,37.01482,288
2015,MID_RANGE,SEDAN_COMPACT,2.0,4,O,12.4,41.84284,174
2015,MID_RANGE,MIDSIZE_FULLSIZE,2.0,4,X,10.5,51.49888,205
2015,MID_RANGE,MIDSIZE_FULLSIZE,2.0,4,X,10.8,48.2802,214
2015,MID_RANGE,TRUCK_VAN,3.5,6,X,16.6,30.57746,338
2015,MID_RANGE,WAGON_SPECIALTY,2.5,4,X,11.3,46.67086,228
2015,MID_RANGE,SEDAN_COMPACT,1.8,4,X,7.9,64.3736,163
2015,MID_RANGE,MIDSIZE_FULLSIZE,2.0,4,X,9.7,53.10822,198
2015,MID_RANGE,SEDAN_COMPACT,1.6,4,X,9.7,53.10822,196
2015,HIGH_RANGE,MIDSIZE_FULLSIZE,3.7,6,Z,12.8,41.84284,253
2015,HIGH_RANGE,WAGON_SPECIALTY,3.7,6,Z,13.7,38.62416,274
2015,HIGH_RANGE,MIDSIZE_FULLSIZE,5.0,8,O,21.3,25.74944,290
2015,MID_RANGE,SUV_CROSSOVER,3.2,6,X,12.2,41.84284,248
2015,MID_RANGE,SUV_CROSSOVER,2.4,4,X,10.2,48.2802,214
2015,MID_RANGE,SUV_CROSSOVER,2.4,4,X,10.6,46.67086,223
2015,MID_RANGE,MIDSIZE_FULLSIZE,3.8,6,X,13.3,40.2335,260
2015,MID_RANGE,WAGON_SPECIALTY,2.0,4,X,9.7,51.49888,202
2015,MID_RANGE,SUV_CROSSOVER,2.4,4,X,12.9,40.2335,260
2015,HIGH_RANGE,MIDSIZE_FULLSIZE,4.6,8,Z,14.4,37.01482,283
2015,HIGH_RANGE,SUV_CROSSOVER,5.7,8,Z,19.0,27.35878,382
2015,HIGH_RANGE,MIDSIZE_FULLSIZE,3.7,6,X,13.1,40.2335,258
2015,HIGH_RANGE,SUV_CROSSOVER,3.5,6,X,14.6,35.40548,294
2015,HIGH_RANGE,SUV_CROSSOVER,3.7,6,X,13.7,37.01482,278
2015,HIGH_RANGE,MIDSIZE_FULLSIZE,2.0,4,X,5.7,78.85766,133
2015,MID_RANGE,SUV_CROSSOVER,2.5,4,X,9.6,53.10822,198
2015,MID_RANGE,SUV_CROSSOVER,3.7,6,X,14.2,37.01482,283
2015,MID_RANGE,MIDSIZE_FULLSIZE,2.5,4,X,8.7,59.54558,177
2015,HIGH_RANGE,SEDAN_COMPACT,3.5,6,Z,12.1,43.45218,244
2015,HIGH_RANGE,WAGON_SPECIALTY,3.5,6,Z,12.4,41.84284,248
2015,HIGH_RANGE,MIDSIZE_FULLSIZE,4.7,8,Z,12.9,40.2335,262
2015,HIGH_RANGE,SUV_CROSSOVER,4.7,8,Z,17.5,28.96812,359
2015,HIGH_RANGE,SUV_CROSSOVER,3.5,6,Z,12.6,40.2335,258
2015,HIGH_RANGE,MIDSIZE_FULLSIZE,6.0,12,Z,18.5,28.96812,357
2015,HIGH_RANGE,SEDAN_COMPACT,4.7,8,Z,13.8,38.62416,274
2015,MID_RANGE,SEDAN_COMPACT,2.0,4,Z,9.3,54.71756,193
2015,MID_RANGE,SEDAN_COMPACT,2.0,4,X,9.6,54.71756,193
2015,MID_RANGE,SUV_CROSSOVER,3.0,6,Z,11.5,45.06152,232
2015,MID_RANGE,SUV_CROSSOVER,2.0,4,X,9.3,54.71756,193
2015,MID_RANGE,MIDSIZE_FULLSIZE,2.5,4,X,8.7,59.54558,175
2015,MID_RANGE,WAGON_SPECIALTY,1.6,4,X,8.5,57.93624,182
2015,MID_RANGE,SUV_CROSSOVER,2.5,4,X,9.5,53.10822,196
2015,MID_RANGE,SUV_CROSSOVER,4.0,6,X,16.0,32.1868,327
2015,HIGH_RANGE,SEDAN_COMPACT,3.4,6,Z,11.6,45.06152,232
2015,HIGH_RANGE,SEDAN_COMPACT,3.4,6,Z,12.3,43.45218,244
2015,HIGH_RANGE,SEDAN_COMPACT,3.8,6,Z,12.2,43.45218,244
2015,HIGH_RANGE,SUV_CROSSOVER,3.6,6,Z,14.2,37.01482,283
2015,MID_RANGE,TRUCK_VAN,3.6,6,X,12.9,40.2335,260
2015,MID_RANGE,TRUCK_VAN,3.6,6,O,20.5,25.74944,285
2015,LOW_RANGE,WAGON_SPECIALTY,2.4,4,X,10.8,46.67086,225
2015,MID_RANGE,WAGON_SPECIALTY,2.0,4,X,8.5,59.54558,175
2015,MID_RANGE,SUV_CROSSOVER,5.7,8,X,18.8,27.35878,382
2015,MID_RANGE,SEDAN_COMPACT,1.5,4,X,7.7,64.3736,163
2015,MID_RANGE,SEDAN_COMPACT,2.0,4,Z,11.4,46.67086,221
2015,MID_RANGE,WAGON_SPECIALTY,1.8,4,X,9.5,54.71756,189
2015,MID_RANGE,SEDAN_COMPACT,3.0,6,X,12.8,41.84284,253
